title,time,init,link,paraContainKeyword
"Nhận định chứng khoán ngày 13/4: ""Dự phòng áp lực bán tái diễn""",12/04/2018 22:58,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 13/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-13-4-du-phong-ap-luc-ban-tai-dien-20180412211347079.htm,"""Sau khi đã giảm mạnh hôm 11/4, VN-Index hồi phục và tăng nhẹ trong phiên hôm 12/4. Tuy nhiên, thanh khoản sụt giảm khá mạnh, cho thấy sự thận trọng và tính chất thăm dò của dòng tiền giải ngân, nhất là khi áp lực bán ở nhóm cổ phiếu vốn hóa lớn dẫn dắt chỉ số trong những phiên trước là khá mạnh."
"Giới taxi truyền thống đề nghị có ngay quyết định mới thắt chặt Uber, Grab",16/03/2018 18:11,Hiệp hội taxi 3 miền kiến nghị Thủ tướng sớm có chỉ đạo Bộ Giao thông Vận tải phải có ngay quy định tạm thời thay quyết định 24...,http://vneconomy.vn/gioi-taxi-truyen-thong-de-nghi-co-ngay-quyet-dinh-moi-that-chat-uber-grab-20180316102517483.htm,"""Với số 25% doanh thu phía Uber và Grab được hưởng thì mỗi năm dòng tiền trong nước chảy ra nước ngoài cho Uber, Grab khoảng 5.400 tỷ đồng, có nghĩa mỗi ngày Uber, GRab đã chuyển ra nước ngoài khoảng 15 tỷ đồng"", 3 Hiệp hội nêu."
"Khó vay vốn, nhiều nông dân kêu phải vay tín dụng đen để sản xuất",09/04/2018 21:34,"Thông tin thiếu minh bạch, rõ ràng khiến nông dân khó tiếp cận nguồn vốn ngân hàng...",http://vneconomy.vn/kho-vay-von-nhieu-nong-dan-keu-phai-vay-tin-dung-den-de-san-xuat-20180409181600297.htm,"Riêng về tài sản thế chấp, ông Đào Minh Tú cho biết theo  Thông tư 59 mới ban hành thì tài sản thế chấp không phải điều kiện duy nhất để  được cho vay mà phải trên cơ sở quản lý dòng tiền. "
Nan giải cuộc chiến thanh toán “tiền bẩn”,20/03/2018 10:06,"Ngân hàng và cổng thanh toán ngân hàng hiện nay trở thành con đường chuyển tiền nhanh, hiệu quả nhất cho các hành vi phi pháp của tội phạm công nghệ cao...",http://vneconomy.vn/nan-giai-cuoc-chien-thanh-toan-tien-ban-20180320010409949.htm,"""Ngân hàng không thể lân la dò hỏi khách hàng lý do thực tế chuyển tiền là gì vì có thể bị khách hàng tẩy chay và mất mối làm ăn. Nhưng đừng nghĩ vậy mà chối bỏ trách nhiệm của mình, khi muốn, ngân hàng và công an có thể minh bạch dòng tiền đáng ngờ"", ông Trương Thanh Đức nói."
"Nhận định chứng khoán ngày 5/4: ""Áp lực bán vẫn mạnh""",04/04/2018 21:09,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 5/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-5-4-ap-luc-ban-van-manh-20180404205828322.htm,"""Trong giai đoạn dòng tiền luân chuyển giữa các nhóm ngành sẽ tiếp tục mang tới nhiều cơ hội giao dịch ngắn hạn."
Blog chứng khoán: Dòng tiền nguội lạnh,05/04/2018 16:43,Tâm lý được giải tỏa nhưng thị trường vẫn không có dòng tiền mạnh để chớp cơ hội bùng nổ...,http://vneconomy.vn/blog-chung-khoan-dong-tien-nguoi-lanh-20180405163706421.htm,Hôm nay thêm một dấu hiệu nữa rằng thị trường đang vận động  trên cơ sở cung cầu tự nhiên. Tâm lý hào hứng (nếu có) đã không đi cùng sức mạnh  của dòng tiền và kết cục là một ngày lình xình.
"Nhận định chứng khoán ngày 6/4: ""Khả năng vượt mốc 1.200""",05/04/2018 23:20,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 6/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-6-4-kha-nang-vuot-moc-1200-20180405213258557.htm,"Tuy nhiên với việc lực cầu vẫn đang tương đối dồi dào, có thể thấy dòng tiền chưa rút khỏi thị trường."
Blog chứng khoán: Tích năng lượng để bứt phá,06/04/2018 17:08,"Cửa tăng đang rất sáng khi thị trường vẫn lầm lũi đi lên, dù chậm, nhưng lại không bị tác động nhiều từ bên ngoài...",http://vneconomy.vn/blog-chung-khoan-tich-nang-luong-de-but-pha-20180406165601957.htm,Điểm tích cực nhất là dòng tiền đã mạnh hơn và tập trung trở  lại vào blue-chips. Hiện tượng phân hóa ở blue-chips vẫn rõ nhưng áp lực kéo xuống  ở nhóm giảm không mạnh. Có thể thấy VN30 vẫn đang được nâng đáy lên chậm.
Sabeco và những món nợ cũ,20/03/2018 22:37,"Sabeco đã chính thức rũ bỏ chiếc áo ""ông lớn nhà nước"" song doanh nghiệp này vẫn còn nhiều ""món nợ cũ"" từ thời ấy đến nay chưa thể giải quyết dứt điểm. ...",http://vneconomy.vn/sabeco-va-nhung-mon-no-cu-20180319162859602.htm,"""Cushman & Wakefield xác định giá trị doanh nghiệp trên cơ sở kết quả thẩm định theo phương pháp so sánh và phương pháp thặng dư, nhưng trong phương pháp so sánh, việc điều chỉnh các yếu tố khác biệt không trên cơ sở chứng cứ thị trường là không đúng hướng dẫn của Tiêu chuẩn thẩm định giá Việt Nam số 08 ""Cách tiếp cận từ thị trường"" ban hành theo Thông tư 126/2015/TT-BTC ngày 20/8/2015; đối với phương pháp thặng dư, đã sử dụng tỷ suất chiết khấu để quy dòng tiền trong tương lai về giá trị hiện tại là 13,69%, trong khi tại thời điểm năm 2016 trên địa bàn Tp.HCM, tỉ suất chiết khấu do Hội đồng thẩm định giá đất thành phố và các đơn vị tư vấn thẩm định giá xác định cho các dự án bất động sản là 11%, làm giảm đáng kể giá trị doanh nghiệp làm cơ sở xác định giá khởi điểm"", Kiểm toán Nhà nước cho hay."
"Mất nửa tài sản, nữ tỷ phú Hồng Kông vẫn muốn mua tòa tháp siêu đắt",21/03/2018 17:26,"Đây là thương vụ ""mua sắm"" lớn nhất từ trước đến nay của nữ tỷ phú từng giàu nhất Hồng Kông...",http://vneconomy.vn/mat-nua-tai-san-nu-ty-phu-hong-kong-van-muon-mua-toa-thap-sieu-dat-20180321140319336.htm,"Hồi tháng 2, China Energy rút vốn khỏi C.H.M.T trong bối cảnh  chính phủ hạn chế các thương vụ thâu tóm để ngăn dòng tiền chảy ra nước ngoài.  Ngay sau đó, bà Chu và trùm địa ốc Hui Wing Mau – còn được gọi là Xu Rongmao ở  quê hương Phúc Kiến, Trung Quốc, đã nhảy vào thương vụ này cùng với tỷ phú Li  Ka-shing."
"Blog chứng khoán: Tiền không tham lam, cần thận trọng",13/04/2018 18:03,Các nhịp bắt đáy hôm nay đều bị nhấn chìm bởi đợt bán kế tiếp. Đó là tín hiệu cầu rất đuối trong khi cung luôn sẵn sàng thoát ra...,http://vneconomy.vn/blog-chung-khoan-tien-khong-tham-lam-can-than-trong-20180413165942072.htm,Những lợi thế tốt của ngày hôm qua đã bị dòng tiền bỏ qua. Tiền  đã không vào thì rủi ro cho xu thế đang tăng lên.
Xu thế dòng tiền: Thị trường đã đạt đỉnh?,15/04/2018 22:00,"Với đà điều chỉnh mạnh ngay sau khi VN-Index chớm vượt đỉnh cao 1200 điểm, các chuyên gia đã chuyển sang quan điểm thận trọng rất cao...",http://vneconomy.vn/xu-the-dong-tien-thi-truong-da-dat-dinh-20180415205530743.htm,"Các chỉ số sức mạnh và dòng tiền đều tạo tín hiệu phân kỳ,  chuẩn bị giảm dưới vùng 50. Chỉ số MACD cũng cho tín hiệu ""bearish"", vì vậy khả  năng thị trường sẽ đi vào giai đoạn điều chỉnh ngắn hạn."
“Cứu sống một doanh nghiệp có khi còn tốt hơn tạo ra một doanh nghiệp mới”,05/04/2018 16:36,"Khi tái cấu trúc một doanh nghiệp ""xác sống"", cần cơ cấu cả về tài chính và con người mới có thể thành công...",http://vneconomy.vn/cuu-song-mot-doanh-nghiep-co-khi-con-tot-hon-tao-ra-mot-doanh-nghiep-moi-20180405162757469.htm,"Thứ nhất, công ty yếu hoặc thậm chí  gần chết là bởi vấn đề dòng tiền. Tài chính làm cho công ty đó suy yếu chứ không  phải là sức sống về kinh doanh. Nó có truyền thống và sức sống về kinh doanh,  thậm chí có những công ty từng là số một và số hai."
Tập đoàn Geleximco tha thiết muốn tham gia đầu tư nhiệt điện,26/03/2018 18:16,Ông Vũ Văn Tiền và liên doanh Geleximco - HUI dự định sẽ vay vốn từ các ngân hàng Trung Quốc nếu được chấp thuận đầu tư dự án nhiệt điện tại Việt Nam...,http://vneconomy.vn/tap-doan-geleximco-tha-thiet-muon-tham-gia-dau-tu-nhiet-dien-20180326180346935.htm,"Bộ Công Thương cho rằng, nguồn vốn chủ sở hữu của Geleximco khoảng 8.976 tỷ đồng, được bảo đảm bởi các nguồn tiền thu được từ các dự án xây dựng đô thị, sân golf đang thực hiện (khoảng 8.871 tỷ đồng). Geleximco đã có báo cáo bổ sung dòng tiền, theo đó vốn chủ sở hữu Geleximco thu từ các dự án xây dựng có thể lên tới 15.731 tỷ đồng. "
Xu thế dòng tiền: Sẵn sàng vượt đỉnh 1200 điểm?,08/04/2018 21:31,"Tuần qua tuy VN-Index chưa thể thật sự vượt mức kháng cự 1200 điểm, nhưng các chuyên gia cho rằng đó không phải là điều khó khăn...",http://vneconomy.vn/xu-the-dong-tien-san-sang-vuot-dinh-1200-diem-20180408201722591.htm,"Các chuyên gia đánh giá cao khả năng thu hút dòng tiền của  các nhóm cổ phiếu có tính dẫn dắt thị trường là ngân hàng, chứng khoán và bất động  sản. Kết quả kinh doanh sẽ là yếu tố hỗ trợ trực tiếp trong những phiên tới. Ngoài  ra, thanh khoản chung trên thị trường cũng đã có sự cải thiện và các chuyên gia  coi đó là dấu hiệu tích cực quan trọng trong ngắn hạn."
"Nhận định chứng khoán tuần 9-13/4: ""Đang tiến sâu vào vùng 1200 - 1250 điểm""",07/04/2018 18:36,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường tuần 9-13/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-tuan-9-13-4-dang-tien-sau-vao-vung-1200-1250-diem-20180407130845126.htm,"""Sự luân phiên tăng điểm giữa các cổ phiếu vốn hóa lớn đang giúp giữ nhịp thị trường. Trong tuần tới, dòng tiền dự kiến sẽ phân hóa và tập trung ở nhóm cổ phiếu có thông tin tích cực từ báo cáo kết quả kinh doanh quý 1 và mùa đại hội cổ đông""."
"Nhận định chứng khoán ngày 10/4: ""Mục tiêu gần nhất là 1.210""",09/04/2018 21:20,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 10/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-10-4-muc-tieu-gan-nhat-la-1210-20180409202356465.htm,"""Mở cửa phiên giao dịch đầu tuần, chỉ số VN-Index tiếp tục diễn biến giằng co quanh ngưỡng 1,200 điểm. Dù có những lúc lực bán tăng cao khiến cho chỉ số giảm xuống dưới mốc tham chiếu nhưng dòng tiền từ nhà đầu tư đã nhanh chóng hỗ trợ chỉ số thị trường. "
"Nhận định chứng khoán ngày 11/4: ""Sớm tiếp diễn chiều giá lên""",10/04/2018 21:43,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 11/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-11-4-som-tiep-dien-chieu-gia-len-20180410193226021.htm,"""Áp lực chốt lời ngắn hạn ở nhiều cổ phiếu vốn hóa lớn đã làm suy yếu xu hướng tăng điểm của chỉ số trong những phiên gần đây. Tuy nhiên có thể thấy lực cầu tiềm năng vẫn là tương đối dồi dào, nhất là trong những nhịp điều chỉnh của thị trường, và dòng tiền mới vẫn đang tìm kiếm các cơ hội để giải ngân."
"Nhận định chứng khoán ngày 12/4: ""Phục hồi để lấy lại ngưỡng 1.175""",11/04/2018 23:24,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 12/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-12-4-phuc-hoi-de-lay-lai-nguong-1175-20180411211919558.htm,"""Xu hướng tăng điểm đã có phần suy yếu trước áp lực chốt lời ngắn hạn ở nhiều cổ phiếu vốn hóa lớn của nhà đầu tư. Tuy nhiên, chúng tôi cho rằng dòng tiền trên thị trường vẫn là tương đối dồi dào và đang tìm kiếm các cơ hội mới để giải ngân, nhất là trong những nhịp điều chỉnh của thị trường."
"Nhận định chứng khoán ngày 17/4: ""Phục hồi, nhưng khó bền vững""",16/04/2018 23:27,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 17/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-17-4-phuc-hoi-nhung-kho-ben-vung-20180416230214245.htm,"""Áp lực bán đã suy giảm trong phiên ngày hôm nay. Mặc dù vậy, dòng tiền bắt đáy vẫn chưa hoạt động thực sự tích cực do nhà đầu tư lo ngại các yếu tố rủi ro còn tiềm ẩn. Xu hướng điều chỉnh nhẹ, thanh khoản thấp và phân hóa của thị trường nhiều khả năng sẽ là xu hướng chủ đạo trong các phiên sắp tới""."
Blog chứng khoán: Kéo giá không lùa được tiền vào,16/04/2018 16:54,"Thị trường bắt đầu thiếu tiền trầm trọng khi người cầm tiền chấp nhận từ chối cơ hội vì không biết đó là cơ hội thật sự, hay cạm bẫy...",http://vneconomy.vn/blog-chung-khoan-keo-gia-khong-lua-duoc-tien-vao-20180416164911478.htm,"Với giá được nhúng xuống liên tục và đa số là thấp hơn mấy  ngày trước, nhưng dòng tiền vẫn không chịu vào. Điều này xác nhận tình hình trở  nên khó khăn hơn vì thiếu tiền, mọi đợt phục hồi ngắn hạn đều sớm tan."
Blog chứng khoán: Phục hồi kỹ thuật,17/04/2018 17:05,Với diễn biến mới thì có khả năng thị trường sẽ đi vào nhịp hồi ngắn...,http://vneconomy.vn/blog-chung-khoan-phuc-hoi-ky-thuat-20180417164854386.htm,"Phần còn lại đa số là tăng kiểu ăn theo là chính. Nhóm  blue-chip cũng đã qua thời đỉnh cao về dòng tiền, các đợt phục hồi mang tính kỹ  thuật rất khó hàn gắn lại xu thế tăng trước đó. Thông tin hỗ trợ ở mức bình thường,  chỉ đủ tạo phân hóa ngắn hạn đối với các cổ phiếu."
"Nhận định chứng khoán ngày 18/4: ""Hướng đến ngưỡng gần nhất 1.160""",17/04/2018 22:32,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 18/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-18-4-huong-den-nguong-gan-nhat-1160-20180417205142837.htm,"Nhóm VN30 tiếp tục phân hóa mạnh với số lượng các cổ phiếu tăng và giảm điểm là khá cân bằng. Đặc biệt, nhóm thủy sản đang thu hút khá lớn dòng tiền của nhà đầu tư và bật tăng mạnh mẽ. "
Blog chứng khoán: Tận hưởng xu thế tăng,02/04/2018 16:56,Tiền quay lại thị trường với cường độ lớn hôm nay đã tạo được hiệu ứng giá mạnh mẽ phù hợp...,http://vneconomy.vn/blog-chung-khoan-tan-huong-xu-the-tang-20180402164939326.htm,"Chốt lại, thị trường đang mạnh trở lại và hấp dẫn dòng tiền  cộng với bối cảnh chung tương đối thuận lợi. Vì vậy hãy tận hưởng xu thế."
Nhận định chứng khoán ngày 3/4: “Bắt đầu cho xu hướng tăng mới”,02/04/2018 21:47,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 3/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-3-4-bat-dau-cho-xu-huong-tang-moi-20180402211944432.htm,"""Các chỉ số bật tăng mạnh mẽ từ đầu phiên giao dịch và đóng cửa ở mức cao nhất trong ngày. Thanh khoản tăng mạnh trên cả hai sàn. Chỉ số VN-Index đã phá đỉnh lịch sử thành công. Hai chỉ số tiếp tục hướng tới các mức cao hơn trong ngắn hạn. Nhà đầu tư tiếp tục tập trung giải ngân và nắm giữ các cổ phiếu dẫn đầu trong các ngành đang thu hút dòng tiền như ngân hàng, chứng khoán, bất động sản""."
"Nhận định chứng khoán tuần 2-6/4: ""Áp lực bán ra còn gây khó cho chỉ số""",01/04/2018 22:07,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường tuần 2-6/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-tuan-2-6-4-ap-luc-ban-ra-con-gay-kho-cho-chi-so-20180401133018506.htm,"""Sau phiên giằng co trong tuần vừa qua, chỉ số VnIndex nhiều khả năng sẽ có xu hướng rõ ràng hơn trong tuần tới. Tuy vậy, dòng tiền thu hẹp cho thấy sự thận trọng của nhà đầu tư. Theo đánh giá của chúng tôi, rủi ro VnIndex rơi vào một nhịp điều chỉnh ngắn hạn hiện vẫn ở mức khá cao""."
Tập đoàn CEO hướng đến mục tiêu tổng tài sản tiệm cận 1 tỷ USD năm 2021,04/04/2018 18:07,"Để hướng đến mục tiêu này, trước mắt, năm 2018, Tập đoàn CEO đặt mục tiêu doanh thu hợp nhất 2.200 tỷ đồng...",http://vneconomy.vn/tap-doan-ceo-huong-den-muc-tieu-tong-tai-san-tiem-can-1-ty-usd-nam-2021-20180404191701488.htm,"Trả lời trước lo ngại của cổ đông về khả năng huy động vốn, cân đối dòng tiền trước hàng loạt dự án lớn đang triển khai cùng lúc, lãnh đạo Tập đoàn CEO thừa nhận nhu cầu vốn đầu tư các dự án của Tập đoàn hiện rất lớn, mỗi dự án đều có quy mô vài nghìn tỷ đồng, nên Tập đoàn phải huy động vốn bằng nhiều cách khác nhau. Tuy nhiên, đây là vấn đề hết sức bình thường trong kinh doanh, và báo cáo tài chính đã chỉ ra, tỷ lệ an toàn vốn của Tập đoàn CEO hiện tại vẫn tương đối tốt so với các tập đoàn hàng đầu cùng ngành."
"Khối ngoại mua ròng hơn 10.000 tỷ, chứng khoán Việt sẽ tăng đến đâu?",03/04/2018 18:36,"Đây là quý mua ròng thứ 5 liên tiếp của khối ngoại trên HOSE. Tính từ đầu năm 2017 đến nay, khối ngoại đã mua ròng tổng cộng trên 37.000 tỷ đồng...",http://vneconomy.vn/khoi-ngoai-mua-rong-hon-10000-ty-chung-khoan-viet-se-tang-den-dau-20180403182530572.htm,"Dự báo về đà tăng trưởng thị trường chứng khoán năm 2018, Công ty TNHH Chứng khoán Ngân hàng Việt Nam Thịnh Vượng (VPBS) cho rằng đà tăng của thị trường hiện tại dựa trên nền tảng cơ bản nhất là sự tăng trưởng kinh tế bền vững hơn nhờ đóng góp từ công nghiệp chế biến, chế tạo; các yếu tố vĩ mô được quản lý, điều hành tốt hơn đưa tới sự ổn định về mặt vĩ mô, tăng trưởng tín dụng hợp lý ở mức vừa phải và chuyển dịch tốt vào các lĩnh vực cốt lõi của nền kinh tế; cấu trúc thị trường lành mạnh hơn và dòng tiền nội cũng tăng trưởng vượt bậc cả về lượng và chất trong hơn 10 năm qua."
"Nhận định chứng khoán ngày 4/4: ""Điều chỉnh nhẹ trước khi tăng""",03/04/2018 22:40,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 4/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-4-4-dieu-chinh-nhe-truoc-khi-tang-20180403200636789.htm,"""Sự luân phiên tăng điểm giữa các cổ phiếu vốn hóa lớn đang giúp giữ nhịp thị trường. Trong thời gian tới, dòng tiền dự kiến sẽ phân hóa và tập trung ở nhóm cổ phiếu có thông tin tích cực từ mùa đại hội cổ đông""."
