stock_id,last_close,book_value,highest_52w,lowest_52w,pe,eps,roa,roe,beta,avg_vol_13w,on_bal_vol_ratio,volume,cap_market
CLX,10.1,10.2,12.5,9.3,17.5,577,3%,6%,0,2536,0.01%,86600000,875
CMC,5.6,13.0,12.3,5,17,330,1%,3%,0.76,315,0.01%,4561050,26
CMF,121.1,31.0,124.6,50.2,24.5,4942,7%,16%,0,27,0%,8100000,981
CMG,27.8,18.9,49.0,13.2,10.8,2570,7%,17%,0.04,288515,1.27%,67242694,1872
CMI,1.2,1.0,6.6,1.2,0.2,7286,44%,741%,0.91,27924,0.41%,16000000,18
CMK,10.4,13.8,10.4,10.4,6.7,1548,1%,10%,0,0,0%,1432578,15
CMN,46.8,26.2,51.9,23.3,12.8,3657,9%,14%,0,2942,0.13%,4800000,225
CMP,9.6,10.8,9.6,9.6,14.3,669,4%,6%,0,0,0%,32405415,311
CMS,4.1,13.5,6.1,3.6,107.9,38,0%,0%,0.10,13535,0.18%,17200000,71
CMT,9.5,19.6,13.7,8.5,9.1,1045,3%,5%,0.18,1480,0.04%,7283370,76
CMV,23,14.4,23.5,18.5,12.6,1827,4%,14%,0.06,149,0%,12103912,278
CMW,11.2,10.1,11,9.4,16.4,681,3%,7%,0,636,0.01%,15534900,174
CMX,5.0,4.3,7.1,3.2,2.8,1757,3%,41%,0.89,6474,0.11%,13221234,65
CNC,41.1,0,41.5,29.3,0,0,19%,25%,0,249,0.01%,9470357,389
CNG,29.5,17.8,31.5,25.9,7.4,4001,15%,23%,0.40,51861,0.46%,27000000,796
CNH,14.5,10.1,17.7,9,198.6,73,1%,1%,0,63,0%,24539049,356
CNN,16.3,0,20.5,10.2,0,0,3%,13%,0,271,0.01%,6800000,111
CNT,2.2,0,4.2,1.2,0,0,34%,106%,1.62,1886,0.04%,9915069,22
COM,56,33.9,75.4,46.1,8.1,6909,18%,20%,0.34,578,0.01%,13752368,791
CPC,36.3,20.5,41.5,23.5,11.8,3081,8%,15%,0.01,956,0.05%,4081450,156
CPH,8.3,11.6,8.3,8.3,3.5,2345,9%,18%,0,0,0%,4400000,37
CPI,1.4,0.8,5.9,1.1,50,28,2%,4%,0,66,0%,36505000,51
CQT,2.9,4.5,7.9,2.3,2.6,1116,3%,25%,0,187,0%,25000000,73
CSC,23.4,23.8,34.2,21.9,3.7,6343,20%,50%,0.01,24360,0.52%,10000000,234
CSM,14.3,11.9,19.5,12.3,27,530,1%,4%,0.51,345443,1.16%,103625925,1482
CER,10.7,0,10.7,10.7,0,0,1%,7%,0,0,0%,1335000,14
CET,4,12.1,16.9,3.6,13.1,305,4%,5%,0.81,26675,0.92%,6050000,24
CFC,10.9,0,20.8,5.5,8,1369,0%,0%,0,119,0.01%,2443680,27
CGP,9.6,2.7,9.9,6.7,0,0,5%,53%,0,4979,0.10%,10735708,103
CGV,2.3,0,14.5,1.8,0,0,7%,8%,0,2047,0.05%,9499956,22
CH5,30,0,30,30,0,0,6%,10%,0,0,0%,3732450,112
CHC,8,0,9.9,8,0,0,6%,20%,0,0,0%,2720000,22
CHP,24.4,14.9,28.4,20.2,7.5,3257,13%,22%,0.09,85139,0.26%,125999511,3074
CHS,9.6,11.0,15.5,7.9,11.8,812,5%,7%,0,622,0.01%,28400000,273
CI5,11.7,0,16.5,9,0,0,3%,17%,0,471,0.04%,4500000,32
CIA,39,0,68.2,33.6,0,0,0%,0%,0.45,87238,2.31%,8000000,312
CID,2.2,4.2,20.5,1.9,0,0,9%,25%,0.09,150,0.03%,1082000,2
CIG,2.5,6.6,3.3,1.9,25.3,99,0%,1%,0.58,22851,0.18%,31539947,79
CII,32.5,27.3,40.4,29.4,6,5396,8%,21%,0.58,1217459,2.61%,279806415,9080
CIP,10,0,11.6,10,0,0,1%,5%,0,27,0%,4545000,45
CJC,23.5,19.2,23.5,23.5,17.6,1338,2%,7%,0,0,0%,4000000,94
CKD,18.4,13.9,18.2,9.3,6.4,2888,10%,21%,0,1990,0.02%,31000000,570
CKH,3.7,0,7.1,3.7,0,0,2%,9%,0,9,0%,1037626,4
CKV,22,21.3,22,11.3,20.6,1070,2%,5%,0.26,453,0.02%,4050000,89
CLC,34,34.0,50.6,32,6.3,5405,14%,24%,0.12,8283,0.10%,19655668,668
CLG,3.5,12.1,7.3,3.6,12.1,291,1%,2%,0.55,11467,0.12%,21150000,74
CLH,15.7,13.1,16.9,12.8,5.6,2798,7%,18%,0.30,7280,0.16%,10000000,157
CLL,31.4,17.5,30.9,24.6,12.8,2446,14%,14%,0.06,5672,0.04%,34000000,1068
CLM,15.8,0,17.6,13.6,13.1,1209,2%,9%,0.43,48,0%,11000000,174
CLW,18,16.0,22.5,16.4,16.6,1083,3%,7%,0.72,3649,0.06%,13000000,234
BTT,37.9,24.1,40.5,25.1,13.3,2854,8%,12%,0.21,612,0.01%,13500000,512
BTU,6.8,11.3,10.6,4.2,12.1,562,10%,13%,0,14,0%,3600000,24
BTV,20.6,11.2,35,14.7,20.3,1017,5%,9%,0,253,0%,25000000,515
BTW,15,15.7,23.3,13.2,52.1,288,6%,9%,0.39,1119,0.03%,9360000,140
BUD,13.6,0,19,10.5,0,0,0%,0%,0,4703,0.01%,0,0
BVG,1.7,6.7,2.3,0.8,0,0,2%,7%,0.29,16732,0.37%,9750948,17
BVH,106.6,19.9,107.9,49.5,47.7,2233,2%,12%,1.09,558835,0.96%,680471434,72538
BVN,16,0,16.1,6.0,0,0,3%,7%,0,8904,0.37%,5000000,80
BVS,20,22.9,21.9,16.3,12.3,1620,6%,7%,0.76,47061,0.20%,72223837,1445
BWA,12.6,0,12.6,4.3,0,0,4%,5%,0,12,0%,2700000,34
BWE,24.6,22.8,28.5,16.7,17.9,1373,2%,6%,1.09,320687,0.89%,150000000,3690
BWS,26.3,0,34.4,15.6,0,0,0%,0%,0,2779,0.01%,60000000,1578
BXH,14.9,11.6,27.2,10.5,23.1,645,3%,6%,0.16,1364,0.09%,4919665,45
C12,14,16.5,16,9,25.1,558,2%,18%,0,1248,0.05%,4850000,68
C21,24.7,26.7,26.5,15.9,6.9,3568,17%,26%,0.01,28575,0.34%,19619917,478
C32,35.9,32.1,43.4,31.5,5.4,6655,12%,21%,0.49,121509,1.95%,13663992,491
C36,13.7,0,13.7,13.7,0,0,1%,6%,0,0,0%,1123500,15
C47,14.3,17.6,23.5,9.9,11.3,1271,1%,7%,0.91,97936,1.29%,17020130,243
C69,5.3,10.8,16.0,4.4,5.6,940,3%,7%,0.03,81274,3.37%,5000000,27
C71,10.5,12.5,11.5,7.2,14.7,713,1%,12%,0,466,0.02%,5000000,52
C92,10.5,12.1,13.2,6,85.4,123,0%,1%,0.72,56,0%,5312920,56
CAD,0.8,6.5,1.4,0.4,1.5,520,1%,8%,0.32,992,0.02%,8799927,7
CAG,42.4,0,47.1,11,0,0,0%,0%,0.87,105,0%,13800000,585
CAN,28,23.5,30,19.6,28.6,980,3%,5%,0.35,1445,0.06%,5000000,140
CAP,33.4,13.4,39.5,28.2,12.6,2648,11%,20%,0.03,7297,0.32%,4760088,159
ALV,6.8,17.2,18.4,3.2,2.1,3182,10%,23%,0.70,101557,6.58%,3157936,21
AMC,25.5,17.7,30,20,6,4231,14%,24%,0.34,599,0.04%,2850000,73
AMD,3.8,12.1,23.5,3.9,14,274,4%,6%,0.21,2490558,6.61%,163504874,626
AME,12.4,12.4,16.2,4,12.3,1009,2%,8%,0.99,2301,0.04%,12000000,149
AMP,16.2,12.8,24.0,12.5,15.2,1063,1%,8%,0,1291,0.02%,13000000,211
AMS,6.7,12.2,9.5,5.6,5.7,1185,2%,10%,0,2715,0.04%,15000000,100
AMV,17,13.0,18.5,12.6,12,1419,10%,11%,0.34,5457,0.05%,27115750,461
ANT,10.3,0,12.9,8.3,0,0,2%,6%,0,616,0.02%,6000000,62
ANV,25.4,11.1,25.6,3.4,24.1,1050,5%,10%,0.36,787791,2.39%,124649875,3170
APC,34.8,22.7,90.8,21.6,6.1,5741,23%,25%,0.14,106360,1.92%,12013000,418
APF,47.9,0,59.6,41,0,0,4%,19%,0,1180,0.02%,13072268,626
APG,5.6,10.4,6.0,4.3,15.9,349,3%,3%,0.37,365536,5.93%,13528900,75
API,28.2,11.8,38,21.1,17.9,1576,4%,13%,0.16,3466,0.02%,36400000,1026
APL,15.6,0,16.8,16.8,0,0,2%,16%,0,0,0%,1200000,19
APP,9.8,11.2,11.5,5.2,27.5,356,2%,3%,0.06,3579,0.17%,4411655,43
APS,3,9.7,5.4,2.5,9.4,319,3%,3%,1.08,141937,0.93%,39000000,117
ARM,49.5,14.8,60,23,15.6,3173,7%,21%,1.69,767,0.06%,2592740,128
ART,8.7,14.6,26.9,5.2,3.9,2229,31%,35%,0,605483,4.77%,31050000,270
ASA,2.8,10.5,4,1.8,58.3,48,0%,0%,1.78,121611,2.61%,10000000,28
ASD,1.2,10.8,1.2,0.5,0,0,1%,5%,0,9337,0.48%,4000000,5
ASM,13.7,11.7,14,9.5,18.3,748,3%,5%,0.84,4370696,9.87%,241933853,3314
ASP,7.8,11.4,8.4,3.9,6.6,1176,3%,10%,0.42,56580,0.38%,37339929,291
AST,77.4,0,84.9,57.7,0,0,0%,0%,0.17,187317,1.31%,36000000,2786
ATA,1.5,25.2,1.5,0.6,25,60,0%,0%,0.93,43435,0.79%,11999998,18
ATB,1.3,11.1,11.2,1.3,5.3,243,1%,2%,0,402640,6.38%,13884000,18
CAT,6.9,0,8.7,4.5,0,0,0%,0%,0,4640,0.01%,0,0
CAV,52.1,22.2,56.2,47.6,9.2,5648,11%,25%,0.60,90652,0.44%,57600000,3001
CBI,5.9,3.2,5.9,5.9,9.9,597,0%,2%,0,0,0%,43006366,254
CBS,7.2,0,16.5,7.2,0,0,0%,0%,0,1625,0.09%,3527925,25
CC1,18,18.0,30,11,13.4,1344,3%,17%,0,188,0%,110000000,1980
CC4,8,14.4,21.1,4.9,127,63,0%,0%,0,244,0%,16000000,128
CCH,7.3,0,11.2,7.3,0,0,2%,8%,0,14,0%,1000000,7
CCI,14.6,15.3,16.3,11.6,8.9,1638,4%,11%,0.13,549,0.01%,17541105,259
CCL,4.0,10.9,8.5,2.7,13.5,295,2%,3%,0.08,280617,1.98%,35499885,141
CCM,30.7,33.4,54.8,11.4,3.8,8089,12%,26%,0.50,1300,0.04%,6199900,190
CCP,25.1,14.2,26.2,9.8,34.5,728,5%,6%,0,17,0%,2400000,60
CCR,18,10.6,65.8,17.7,57.5,313,2%,3%,0,2,0%,24501817,441
CCT,10,9.6,10,10,5000,2,0%,0%,0,0,0%,28480000,285
CCV,37,0,35,7.1,0,0,4%,20%,0,244,0.03%,1800000,67
CDC,17.5,17.5,19.5,12.9,9.5,1849,3%,10%,0.02,5862,0.08%,15706406,275
CDG,14.1,0,15,9.3,0,0,5%,10%,0,72,0%,3464995,49
CDH,5.1,0,9.8,5.1,0,0,2%,3%,0,29,0%,2000000,10
CDN,18.5,8.8,22.2,15.3,13.9,1330,10%,15%,0.77,2769,0.01%,99000000,1221
CDO,1.3,11.3,4.4,1.2,35.8,36,0%,0%,0.71,264503,2.06%,31504975,41
CDR,12.3,0,12.3,12.3,0,0,2%,7%,0,0,0%,1600000,20
CE1,7.5,0,14,7.5,0,0,6%,13%,0,39,0%,6000000,45
CEC,6.6,25.1,15.7,6.6,10.2,645,2%,8%,0,38,0%,5977036,39
CEE,18,12.3,32.0,17,8.2,2196,4%,18%,0.72,69157,0.43%,41500000,747
CEG,9.8,0,17.7,9.2,0,0,3%,12%,0,416,0.02%,3800000,37
CEO,15.6,14.5,16.6,9.7,13.6,1150,6%,14%,0.43,1205037,3.28%,154403991,2409
AAA,20.8,27.4,26.0,17.6,15.6,1336,6%,16%,0.64,1338263,5.12%,167199976,1739
AAM,10.5,23.1,11,8.9,101.5,103,0%,0%,0.16,2720,0.05%,10435840,132
ABC,14.3,26.7,31.1,13.5,0.9,15521,45%,59%,0,18021,0.20%,20393000,292
ABI,25.7,18.8,41.5,22,5.8,4407,10%,23%,0,8806,0.06%,38000000,977
ABT,36,34.9,43.5,25.1,15.2,2368,4%,7%,0.55,2250,0.04%,11558307,508
AC4,13.6,0,35.6,9.8,0,0,2%,24%,0,9,0%,2940862,40
ACB,49.9,16.0,51.1,20.1,25.9,1927,1%,13%,1.51,4255860,6.92%,1099348691,51263
ACC,20.1,0,27.1,19.5,8.4,2385,8%,12%,0.01,2056,0.04%,10000000,201
ACE,25.5,0,30.1,23.7,14.1,1806,16%,30%,0,1861,0.12%,3050781,78
ACL,8.5,16.4,8.9,7.6,8.6,983,2%,6%,0.22,11963,0.12%,22799675,194
ACM,1.1,10.0,2.5,1,2.1,536,4%,5%,1.44,344234,1.84%,51000000,56
ACS,14.1,0,20.3,7.4,0,0,2%,13%,0,101,0.01%,4000000,56
ACV,94.2,12.6,119,47.4,49,1921,9%,15%,0,181640,0.28%,2177173236,205090
ADC,17.4,15.9,17.5,12.4,6,2919,8%,19%,0.80,272,0.02%,3060000,53
ADP,18,14.2,37.8,17,5.8,3082,15%,22%,0,2089,0.03%,15359914,276
ADS,16,25.8,19.8,15.7,6.4,2499,4%,15%,0.07,25730,0.24%,25517801,408
AFC,10,7.6,20,6.5,3333.3,3,0%,0%,0,35795,0.72%,10688363,107
AFX,4.1,10.6,5.9,3.1,6.1,672,6%,6%,0,2210,0.02%,35000000,143
AG1,15,0,15,11.9,0,0,0%,0%,0,376,0.02%,4863386,73
AGF,5.5,18.0,10.5,5.2,0.5,10131,17%,56%,0.39,5681,0.05%,28109743,155
AGM,9.0,19.8,10.1,8,14.5,619,2%,3%,0.23,2990,0.04%,18200000,163
AGP,29.5,19.3,30.5,21.5,11,2674,9%,19%,0,204,0.01%,7404996,218
AGR,5.2,8.4,6.7,3.4,17.6,296,4%,4%,0.84,520141,1.23%,211200000,1102
AGX,30,0,41,17.4,0,0,14%,17%,0,113,0%,10800000,324
ALT,12.5,36.3,16.2,11.9,10.5,1195,3%,3%,0.31,878,0.03%,5736709,77
SGR,29,14.8,37.2,25.8,7.8,3708,10%,25%,0.60,11584,0.08%,39599989,1148
SGS,13.8,14.5,22.3,8.2,4.7,2931,18%,20%,0,177,0%,14420000,199
SGT,6.3,8.9,12.1,4.9,3.2,1982,8%,22%,0.26,16531,0.07%,74001604,467
SHA,7.3,15.2,9.4,7.0,5.6,1308,5%,10%,0.14,116361,1.01%,27579200,201
SHB,13.5,14.1,13.8,6.2,11.8,1141,1%,10%,1.69,18761283,29.96%,1203119924,16249
SHC,4.7,0,6,3.9,7.2,657,6%,10%,0.63,643,0.03%,4309550,20
SHG,2.4,0,3.8,2.2,0,0,10%,239%,0,454,0%,27000000,65
SHI,6.4,14.3,8.5,5.7,4.1,1583,4%,12%,0.41,318847,1.45%,63516346,412
SHN,9.9,18.4,10.8,9.1,8.3,1199,3%,7%,0.35,1147355,3.50%,123436019,1222
SHP,22.8,0,25.6,18.5,11.5,1977,7%,15%,0.13,10667,0.04%,93710200,2137
SHS,22.4,13.7,24.7,7.2,7.7,2917,6%,21%,2.22,2297090,7.88%,100000000,2240
SHX,5,0,5,4.5,0,0,1%,9%,0,3,0%,1720000,9
SIC,10.3,14.2,10.4,4.3,12.8,805,2%,7%,0.05,28993,0.40%,19999644,165
SID,16.5,21.1,29,14.5,19,867,4%,4%,0,16356,0.06%,100000000,1650
SII,19.8,23.6,27.0,17,26.8,737,1%,3%,0.32,424,0%,64516000,1274
SIV,50.8,0,66.5,38.1,0,0,19%,25%,0,711,0.05%,3012374,153
SJ1,19,14.3,28,10.2,18.3,1040,2%,8%,0.36,4489,0.05%,18780597,357
SJC,9.5,13.9,15.9,4.8,120.3,79,0%,1%,0.24,22643,0.66%,7226082,69
SJD,23.2,16.0,24.4,16.7,8.3,2807,13%,17%,0.16,49235,0.21%,68998620,1601
SJE,30,42.8,31,20.6,4.7,6427,6%,17%,0.46,1308,0.02%,11553105,347
SJF,15.1,12.8,17.0,13.3,44.4,339,4%,5%,0.60,146923,0.66%,66000000,993
SJG,8,0,9,7,0,0,0%,0%,0,819,24.79%,6607,0
SJM,0.8,0,1.4,0.7,0,0,4%,19%,1.35,4066,0.17%,5000000,4
SJS,26,22.7,29.3,22.3,20.2,1290,2%,6%,0.39,230386,0.79%,113898231,2600
SKG,26.8,16.8,52,24.3,7.4,3626,21%,22%,0.76,172687,0.97%,47979437,1286
ATG,2.3,33.8,4.6,2.0,10.1,227,1%,1%,0.35,125732,1.83%,15220000,35
ATS,49,11.9,62,10.1,189.2,259,1%,2%,0.15,16288,0.95%,3500000,172
AUM,10.6,10.8,10.6,10.6,18.3,578,4%,5%,0,0,0%,1000000,11
AVC,27,0,32.6,26.5,0,0,0%,0%,0,1127,0%,75052052,2026
AVF,0.3,38.4,0.6,0.3,0.2,1941,93%,5%,2.60,50868,0.31%,43338000,13
B82,2.3,10.1,3.3,2,22.1,104,0%,1%,0.19,1444,0.06%,5000000,11
BAB,22.7,0,26.9,22.5,0,0,0%,0%,0,44547,0.08%,500000000,11350
BAL,25.9,0,25.9,18.1,0,0,0%,0%,0,11,0%,2000000,52
BAX,25,17.6,25,16.7,8,3137,5%,18%,0.26,1652,0.04%,8200000,205
BBC,83.5,53.1,119.3,79.5,13.3,6300,8%,12%,0.30,563,0.01%,15371192,1288
BBM,11.5,0,12.6,11,0,0,0%,0%,0,340,0.03%,2000000,23
BBS,10,17.2,15.1,8,15.2,659,1%,4%,0.29,749,0.03%,6000000,60
BCC,7.2,16.4,14.1,6.4,800,9,0%,0%,0.28,126360,0.41%,110010054,792
BCE,6.7,11.8,6.7,5.6,7.8,852,2%,7%,0.14,42475,0.34%,30000000,200
BCG,5.9,12.6,8.2,4.6,13.8,430,2%,4%,0.28,282929,0.93%,108005760,640
BCM,25.7,0,26.5,18.8,0,0,0%,0%,0,82297,0.82%,23469000,603
BCP,9.5,0,11.2,4.7,27.9,340,2%,5%,0,1972,0.10%,4040000,38
BDB,3.5,11.3,8.3,3.5,5.2,675,5%,6%,1.05,48,0.01%,1126474,4
BDF,16.5,0,27.5,16.5,0,0,5%,15%,0,19,0%,1550000,26
BDG,29.5,16.9,33.6,25.1,4.7,6301,14%,37%,0,417,0.01%,12000000,354
BDP,10,9.7,10,10,625,16,0%,0%,0,0,0%,25000000,250
BDT,14.6,12.2,17,10,6.7,2186,11%,18%,0,310,0%,38600000,564
BDW,15.1,12.0,17,4.2,27.9,542,2%,5%,0,18506,0.32%,12410800,187
BED,30.1,13.4,40.9,29.5,13,2312,13%,18%,0.40,88,0.01%,3000000,90
BEL,7.1,8.3,7.1,7.1,2366.7,3,1%,1%,0,0,0%,6000000,43
S27,5.8,16.3,6.9,4.2,0,0,6%,22%,0.21,1,0%,1572833,9
S33,31,26.9,31,23.1,5.6,5582,10%,16%,0,20,0%,8331409,258
S4A,26,12.5,27,15.6,8.2,3181,11%,25%,0.24,6891,0.04%,42200000,1097
S55,20,62.7,25.6,19.7,4.1,4920,8%,16%,0.21,17333,0.60%,10003883,120
S74,5.3,19.4,9.9,4.6,5.3,1006,0%,0%,0.74,2561,0.08%,6480000,34
S96,0.6,0,0.8,0.5,12.2,49,0%,1%,0.88,2520,0.05%,11155532,7
S99,5.3,16.0,7.9,4.8,16.4,324,1%,3%,0.36,41375,0.27%,38849139,206
SAB,230,23.0,334.5,186.2,30.5,7548,23%,35%,0.87,130048,0.23%,641281186,147495
SAC,12.4,12.8,25.7,8.1,6.9,1805,10%,14%,0,1825,0.09%,4050000,50
SAF,59.4,14.7,67.9,44.6,14.3,4154,20%,28%,0.21,390,0.01%,7918154,470
SAL,9.8,0,12.4,8.5,0,0,0%,0%,0,532,0.01%,8310000,81
SAM,7.8,11.0,8.8,6.4,17.2,454,3%,4%,1.40,1133818,2.56%,241785703,1886
SAP,6.5,6.0,16.1,5,6.8,958,11%,16%,0.07,26,0%,1286984,8
SAS,29,11.6,32.5,22.7,13.4,2171,13%,19%,0,21570,0.06%,133481310,3871
SAV,10.2,19.9,13.6,9.3,8.7,1179,3%,6%,0.30,5470,0.09%,12270841,129
SB1,17.2,15.8,19,11.8,19.5,881,5%,8%,0,942,0.02%,10500000,181
SBA,15.8,11.8,16.5,11.5,7,2254,10%,19%,0.27,45901,0.22%,60288331,956
SBD,15.6,0,17.9,8.1,0,0,3%,15%,0,682,0.02%,8742536,136
SKH,22,43.2,32.5,22,9.3,2378,4%,6%,0,41829,1.11%,7951640,175
SKV,19.6,11.8,25.7,17.4,8.7,2241,10%,19%,0,11726,0.12%,23000000,451
SBL,26.3,16.7,25,17.1,7.1,3718,15%,22%,0,501,0.01%,12012000,316
SBM,31,12.0,31,20.6,18.9,1639,11%,24%,0,889,0.01%,39000000,1209
SBS,2.6,1.6,3.9,1.1,2600,1,0%,0%,1.71,876772,2.64%,126660000,329
SBT,17.3,12.8,41.7,17,22.6,766,2%,6%,0.98,5223671,9.35%,557018673,9636
SBV,32.8,22.5,36.4,27.8,8,4090,18%,24%,0.15,22331,0.20%,27366476,898
SLC,9.4,0,11.5,6,0,0,7%,10%,0,89,0%,9200000,86
SLS,68.9,51.5,160.9,63.5,3.6,19320,18%,45%,0.24,13174,0.34%,9791980,562
SMA,13.2,13.3,14,7.4,5.6,2364,7%,18%,0.07,9216,0.13%,16120000,213
SMB,31.4,16.0,32.0,25.7,7.4,4259,17%,27%,0,30790,0.25%,29846648,937
SMC,27.9,28.8,31,19.6,4.3,6437,5%,23%,0.83,76414,0.47%,41999243,1172
SC5,30.0,23.1,37.2,22.6,7.5,4003,3%,17%,0.29,7956,0.12%,14984543,449
SCC,1.7,3.3,3.7,1.5,0,0,8%,44%,0.03,94,0.01%,1980000,3
SMN,10.1,13.9,11.3,7.9,4.9,2062,10%,15%,0.13,1036,0.05%,4405000,44
SMT,26,15.5,28.8,18.0,11.6,2234,6%,14%,0.07,865,0.03%,5467432,142
SNC,10.5,14.7,15.3,9.3,3.4,3102,1%,4%,0,3108,0.13%,5000000,52
XHC,21.3,13.0,30.8,11.8,4.2,5044,28%,39%,0,1468,0.02%,21096500,449
XMD,4.1,12.9,11.2,4.1,4.1,996,3%,6%,0,0,0%,4000000,16
XPH,6.6,16.2,7.6,5.4,3300,2,0%,0%,0,4087,0.07%,12972475,86
SNZ,13.5,0,26.7,13.2,0,0,0%,0%,0,6036,0.01%,376500000,5083
SON,8,0,14.5,7.4,0,0,0%,0%,0,175,0%,9729930,78
SP2,8.6,6.7,10,4.6,9.9,872,1%,13%,0,6285,0.09%,15246000,131
SPA,18.5,13.8,21.1,8.0,14.8,1249,7%,9%,0,88,0%,8500000,157
SPB,62,0,75,62,0,0,14%,39%,0,0,0%,5000000,310
SPC,25,0,27.6,12.1,25.9,965,5%,17%,0,1482,0.03%,10530000,263
