stock_id,last_close,book_value,highest_52w,lowest_52w,pe,eps,roa,roe,beta,avg_vol_13w,on_bal_vol_ratio,volume,cap_market
SPD,7,12.0,7.5,5.9,6.8,1030,3%,9%,0,142,0%,12000000,84
YBC,19.5,7.3,24.6,2.1,0,0,0%,6%,0.92,812,0.03%,5837430,114
YRC,8.6,0,14.3,8.6,0,0,2%,7%,0,0,0%,1900000,16
YTC,67,0,67,26.3,0,0,2%,21%,0,632,0.04%,3080000,206
SPH,14.9,0,14.9,5.7,0,0,4%,6%,0,96,0%,10000000,149
SPI,2.3,10.3,6.8,2.1,4.4,518,1%,1%,0.26,329933,4.40%,16815000,39
SPM,14.5,54.6,16.6,12.6,12.6,1143,2%,2%,0.30,3456,0.05%,13770000,202
SPP,6.3,16.1,26.1,5.2,5,1272,2%,8%,1.20,243925,3.14%,16952511,110
SPV,8.1,0,9.4,7,0,0,4%,13%,0,8544,0.17%,10800000,87
SQC,84,7.5,84,81,503,167,2%,2%,0.01,7779,0.03%,110000000,9240
SRA,11.8,13.6,13.4,7.8,2.1,5651,15%,42%,0.15,4061,0.41%,2000000,24
SRB,1.8,7.8,2.2,1.2,0,0,26%,26%,0.44,2356,0.06%,8500000,15
BPW,10,0,10,10,0,0,0%,0%,0,0,0%,10772000,108
BQB,8.5,0,19.8,8.5,0,0,0%,0%,0,179,0.01%,5800000,49
BRC,9.9,15.8,12.6,9.2,8.2,1202,6%,8%,0.06,836,0.01%,12374997,123
BRR,9.6,10.9,22.5,8.4,12.4,772,6%,7%,0,672,0%,112500000,1080
BRS,7.2,10.9,10.3,7.1,4,1779,10%,15%,0,10,0%,4541950,33
BSC,14.4,11.5,16.5,12.6,43.9,328,2%,2%,0.06,0,0%,3150747,45
BSD,41.5,0,41.5,32.0,0,0,6%,13%,0,0,0%,3000000,124
BSG,10,10.3,10.5,6.9,109.9,91,0%,1%,0,432,0%,60000000,600
VT8,15,32.2,15,4.4,0,0,8%,10%,0,403,0.02%,5173979,78
VTA,7.9,6.8,9.8,5,8.4,937,4%,14%,1.77,7472,0.20%,8000000,63
BSI,15.3,12.1,17.5,10.4,7.9,1931,10%,17%,1.40,126027,0.41%,107637435,1647
BSL,14.5,11.0,29.2,13.9,13.3,1088,6%,10%,0,1438,0.01%,45000000,652
BSP,25.3,19.8,28.4,19.1,5.6,4485,14%,23%,0,3533,0.06%,12500000,316
BSQ,22,13.6,24.4,19.9,9.2,2398,11%,18%,0,1996,0.01%,45000000,990
BSR,23.1,0,31,23.5,0,0,0%,0%,0,2012426,4.55%,241427969,5577
BST,12.5,12.1,12.5,9.1,9.7,1286,8%,11%,0.85,150,0.03%,1100000,14
BT1,17,0,19.5,15.5,0,0,4%,11%,0,66,0%,5250000,89
VTB,19,18.5,19.9,13.5,11,1728,3%,10%,0.27,4112,0.07%,10892660,228
VTC,11,19.9,12.8,8.2,6,1823,3%,15%,0.44,1979,0.09%,4534696,50
VTG,8.5,9.2,18,8.5,39.9,213,1%,2%,0,0,0%,18644500,158
VTH,13,17.1,15.9,10.2,13.6,955,4%,6%,0.11,3395,0.14%,5000000,65
VTI,2.5,56.3,3.1,1.9,0,0,61%,26%,0,36,0%,3500000,9
VTJ,7.3,10.6,9.9,6.4,40.6,180,2%,2%,0.66,4755,0.09%,11400000,83
VTL,30.3,9.6,30.3,10.6,34.1,888,3%,9%,0.86,38,0%,4050000,123
BT6,5.1,16.0,6.1,4.1,14,363,0%,1%,0,1429,0.01%,32993550,168
BTB,10,13.7,12,7.7,12.9,775,2%,6%,0,261,0.01%,7691226,77
BTC,61,0,70,40,41.3,1477,20%,193%,0.57,27,0%,1429103,87
BTD,17.1,33.6,20.1,13.9,10.3,1653,2%,7%,0,9436,0.31%,6414100,110
BTG,6,18.0,7,3.8,1.7,3634,1%,1%,0,3,0%,1190000,7
BTH,5.2,0,10,5.2,0,0,2%,2%,0,76,0%,3500000,18
BTN,12.1,0,24.4,12.1,0,0,0%,0%,0,20,0%,3000000,36
VTM,21.8,0,21.8,21.8,0,0,2%,9%,0,0,0%,3279797,71
VTO,8.5,14.2,9.0,7.0,7.3,1169,5%,8%,0.10,126155,0.50%,79866666,677
VTS,15,24.2,16.5,9.8,13.6,1103,4%,5%,0.48,231,0.02%,2000205,30
VTV,14.9,15.4,24.6,14.1,4.1,3594,7%,23%,0.14,5311,0.04%,31199825,465
VTX,11.1,12.5,21.2,11.1,13,857,5%,7%,0,320,0%,20972321,233
VVN,4.3,0,17.4,3.4,0,0,8%,540%,0,981,0%,55000000,237
VWS,9.5,0,23.8,9.5,0,0,12%,21%,0,44,0%,3600000,34
SCD,22.7,22.0,44.7,22,20.5,1109,1%,1%,0.14,8486,0.21%,8477640,193
SCH,12.7,11.2,12.7,9.1,7.6,1664,7%,15%,0,0,0%,15000000,190
BTP,11.4,19.0,12.8,10,7,1620,3%,9%,0.41,8390,0.04%,59285600,690
BTR,8.6,11.2,9.6,7.5,344,25,4%,10%,0,10,0%,1850000,16
BTS,4.5,11.1,8.9,4.4,321.4,14,0%,0%,0.40,4559,0.01%,119961769,540
VXB,12.1,15.7,15,8.3,9.3,1297,3%,8%,1.32,543,0.03%,4049006,49
WCS,153.8,96.3,187.9,148.5,6.3,24471,22%,25%,0.41,1112,0.09%,2500000,385
WSB,49.9,37.4,58.8,48.8,6,8366,15%,22%,0,9240,0.14%,14500000,724
WSS,3.6,10.8,4.9,3.4,13.4,268,1%,1%,0.13,26331,0.14%,50300000,181
WTC,2.2,2.2,4.3,1.8,0,0,16%,60%,0,0,0%,10000000,22
WTN,10,0,10,10,0,0,0%,0%,0,0,0%,10576827,106
X18,3.3,12.9,6,1.9,0.2,17017,10%,132%,0,4124,0.20%,4155777,14
SCI,7.9,13.7,9.4,4.7,5.2,1519,2%,11%,0.32,187,0%,10000000,79
SCJ,3.2,13.9,4.4,1.7,10.1,318,1%,2%,0.22,17603,0.21%,19516000,62
SCL,3,12.3,4.4,2.5,5.2,579,3%,5%,1.17,2060,0.03%,13889973,42
SCO,4.8,24.7,4.8,2,0,0,3%,2%,0,45,0%,4200000,20
SCR,13.0,14.3,14.4,7.8,13.8,938,2%,6%,1.03,6499043,14.63%,243872424,3158
X20,20.2,0,25.9,17.9,0,0,0%,0%,0.46,214,0%,17250000,348
X77,0.3,8.1,0.3,0.3,2.4,126,3%,1%,0,0,0%,1340877,0
VMI,2.9,11.0,6.5,2.7,17.4,167,1%,2%,1.17,53568,1.06%,10949999,32
VMS,12.6,0,14.8,7.3,25.3,498,2%,3%,0.30,2240,0.05%,9000000,113
VN30F1M,1141,0,1178.3,1140,0,0,0%,0%,0,15662,0.02%,0,0
SCS,198,19.8,196.8,69.2,28.4,6981,35%,38%,0,25986,0.14%,49452000,9791
SCY,13,14.0,13,13,11.5,1126,6%,8%,0,0,0%,61968926,806
SD1,2,4.8,2.6,1.2,0,0,6%,34%,0.87,110,0%,5000000,10
SD2,4.9,14.3,6.8,4.4,18.6,263,1%,2%,0.55,32310,0.49%,14423536,71
SD3,2.4,16.6,5.5,2.5,1.2,1936,2%,12%,1.68,9460,0.13%,15999356,38
SD4,9.7,17.5,12.7,9.2,3.3,2908,2%,17%,0.13,4922,0.10%,10300000,100
VN30F1Q,1156,0,1190,1155.6,0,0,0%,0%,0,91,0%,0,0
VN30F2M,1148.9,0,1185.1,1151,0,0,0%,0%,0,429,0%,0,0
VN30F2Q,1179,0,1203.5,1177,0,0,0%,0%,0,110,0%,0,0
VNA,1.4,0.1,2,0.7,0.4,3794,9%,1000%,0.27,7311,0.08%,20000000,28
VNB,18.5,10.7,20,10.8,48.9,378,3%,4%,0,20258,0.09%,67909960,1256
VNC,44,18.5,44,29.8,13.9,3169,11%,17%,0.04,1579,0.03%,10499955,462
VND,33.5,15.3,34,11.4,16.6,2014,7%,19%,1.50,1714817,4.67%,222164037,5192
VNE,7.8,10.5,10.1,6,10.9,713,4%,7%,0.58,517097,1.88%,88834033,702
VNF,56,46.6,62,39.5,7.5,7504,6%,17%,0.95,594,0.02%,5600000,314
VNG,15.2,13.2,18.7,10.3,50.7,300,2%,4%,0.64,295894,1.21%,75205000,1143
VNH,0.8,1.0,2.5,0.8,0.3,3000,142%,297%,1.06,29763,0.78%,8023071,6
VNI,9,0,12.6,4.7,0,0,7%,29%,0.21,1737,0.04%,10337276,95
VNL,18.5,22.4,22.6,17.3,6.7,2768,7%,12%,0.55,1131,0.03%,9000000,166
SD5,8.2,19.2,10.6,8.3,8,1020,2%,5%,0.47,27379,0.25%,25999848,213
SD6,7.5,14.1,9.5,6.2,7.1,1053,2%,7%,0.48,21460,0.15%,34771611,261
SD7,2.6,12.9,4.4,2.7,866.7,3,0%,0%,0.30,8194,0.17%,10600000,28
SD8,0.3,10.6,1.4,0.3,0,9837,14%,96%,0.53,581,0.04%,2800000,1
SD9,8.3,24.9,10.8,6.6,5.6,1472,4%,8%,0.67,85669,0.62%,34234000,284
SDA,3,9.2,6.1,2.5,111.1,27,0%,0%,0.67,9508,0.09%,26205990,79
VNM,196.3,16.4,214.8,136.9,27.7,7093,30%,43%,0.90,834661,1.31%,1451453429,284920
VNN,8.2,8.5,8.5,7.3,0,0,5%,5%,0.01,0,0%,5726698,47
VNP,5.7,6.6,7.4,4.4,1.8,3139,13%,47%,0,87316,1.02%,19428913,111
VNR,24.3,21.3,25.7,20.9,11.5,2114,4%,10%,0.40,36148,0.11%,131075937,3185
VNS,14.7,24.2,24.4,12.1,5.3,2760,7%,12%,0.50,140564,0.62%,67859192,998
SRC,14.5,12.2,17.2,10.7,11.9,1220,4%,10%,0.37,119058,1.02%,28065765,407
SRF,18,14.8,20.3,17.0,7,2568,5%,17%,0.40,24225,0.18%,32495397,585
SRT,4.9,10.2,8.8,3.8,29.9,164,1%,2%,0,5499,0.03%,50310000,247
SSC,68.8,25.6,70.9,53.6,22.3,3080,9%,12%,0.06,1280,0.02%,14791387,1031
SSF,5,0,10,5,0,0,134%,169%,0,12,0%,3200000,16
SSG,1.6,0,1.6,1.6,0,0,12%,65%,0.66,0,0%,4981190,8
SSI,42,18.2,44.3,21,23.2,1814,5%,10%,1.65,6491876,11.88%,500063684,21003
SSM,15.3,12.4,18.4,11.2,7.7,1997,6%,16%,0.29,3899,0.15%,5501024,84
SSN,16.9,13.0,22.9,16.5,11.8,1427,5%,11%,0,73567,0.48%,39600000,669
SSU,7,0,17.5,7,0,0,1%,3%,0,14,0%,2500000,18
SDB,1.5,0,1.8,1.1,0,0,0%,8%,2.62,872,0.02%,11000000,16
SDC,9.6,20.9,15.9,9.6,6.7,1433,3%,7%,0.29,12,0%,2609710,25
SDD,1.6,9.7,2.6,1.6,4.3,368,1%,4%,0.25,56099,0.78%,16007685,26
SDE,1.3,5.5,4.7,1,2.1,607,0%,2%,1.04,118,0.01%,1751092,2
SDG,21.5,16.7,33.6,13.6,7.7,2791,8%,17%,1.03,260,0.01%,6499997,140
SDH,2.3,0.6,2.9,0.8,1.9,1216,7%,203%,0.94,48092,0.53%,19516700,48
VEF,58,10.7,70,48.5,207.1,280,3%,3%,0,7068,0.02%,166604050,9663
VES,1,1.7,1.4,0.8,0,0,168%,302%,4.80,4143,0.10%,9007500,9
VET,43,0,66,19.6,0,0,0%,0%,0,150,0%,16000000,688
VFC,9.8,14.2,12.3,5.5,21.3,460,1%,2%,0.18,1013,0.01%,33976121,333
VFG,51,35.1,61.9,32.1,8.7,5885,8%,17%,0.43,23554,0.23%,23759979,1212
VFR,5.2,18.6,15.3,4.8,2,2664,8%,14%,0.99,1133,0.02%,15000000,78
VGC,23.6,15.9,28.4,14.3,11.4,2069,5%,11%,1.76,1302159,2.44%,448350000,10581
VGG,53.2,33.4,60.4,47.9,6.2,8582,10%,27%,0,14025,0.08%,44100000,2346
VNT,20.7,17.7,33.5,20.2,6.3,3297,4%,19%,0.22,351,0.01%,8529890,178
VNX,4.2,0,4.2,1.6,0,0,15%,24%,0,1,0%,1429106,5
VOC,17.8,16.0,29.4,17.2,6.9,2594,10%,15%,0,10449,0.03%,121800000,2168
VOS,2.2,2.9,3.5,1.0,0.8,2559,9%,89%,0.27,625566,1.79%,138110000,301
ST8,17.2,13.3,28.9,17.2,17.7,970,6%,8%,0.64,4803,0.04%,25659902,442
STB,15.6,12.8,17.1,10.5,40.6,384,0%,3%,1.52,15114184,23.23%,1785215716,29409
VGL,5.9,12.5,11.1,5.7,7.2,817,6%,7%,0,4,0%,9325155,55
VGP,21,21.7,28.9,19.1,7.1,2948,1%,14%,0.37,412,0.01%,8053022,173
VGR,25.2,0,0,0,0,0,0%,0%,0,0,0%,0,0
VGS,11.2,15.8,11.9,8.8,5.8,1921,4%,12%,0.69,246061,1.66%,37198710,421
VGT,15.6,15.6,18.6,10.3,21.9,711,3%,8%,0,280094,0.51%,500000000,7800
VGV,10.2,13.3,11.4,6.6,10.4,977,4%,10%,0,4307,0.03%,35774448,365
STC,29.3,18.9,38.2,24.6,11.4,2572,10%,14%,0.04,3030,0.11%,5380730,166
STG,19.9,17.9,36.6,18.3,4.3,4669,22%,35%,0.86,129027,0.49%,85437879,1700
STK,15.1,13.0,23.5,14.3,9.2,1633,5%,13%,0.19,28934,0.14%,59937798,902
STL,0.8,0,1.8,0.5,0,0,3%,6%,0.91,707,0.01%,15000000,12
STP,4.9,18.6,7.9,4.6,12.5,393,1%,1%,0.44,1884,0.05%,8022063,39
STS,16.8,0,45,16.8,8,2098,4%,7%,0,4,0%,2768221,47
STT,9.5,0.2,13.5,5.9,4,2394,45%,1000%,0.41,319,0.01%,8000000,76
VIG,3,6.4,3.5,1.3,69.8,43,1%,1%,0.91,239233,1.74%,34133300,102
VIH,18.3,0,27,10,0,0,9%,61%,0,3518,0.26%,2800000,51
VHC,71.5,31.6,73.2,41.7,11.1,6424,12%,20%,0.64,241998,0.87%,92403943,6607
VHD,9,0,12,6.8,0,0,2%,9%,0,3078,0.09%,7000000,63
VHF,21,10.0,28.5,11.9,77.2,272,2%,3%,0,258,0%,21500000,452
VHG,1.4,3.6,2.8,0.8,0.2,7666,174%,217%,1.86,1654516,4.57%,150000000,206
VHH,4.3,7.5,5,1.9,0,0,6%,15%,2.17,2322,0.07%,7500000,32
VHL,46.8,23.7,63,41.7,7.5,6228,13%,26%,0.78,2219,0.02%,25000000,1170
STU,16,0,26.4,15.8,0,0,7%,11%,0,1,0%,1876000,30
STV,12.6,31.2,24,10,25.7,491,16%,21%,0,2768,0.05%,11000000,139
SUM,10.7,0,10.7,10.7,0,0,0%,0%,0,0,0%,2380000,25
SVC,46.5,51.1,57.4,40.9,14.2,3260,4%,11%,0.32,29398,0.28%,24975507,1161
SVG,9,10.1,9,3.3,87.4,103,1%,1%,0,16,0%,29350000,264
VIM,9.9,0,12.6,8.8,0,0,8%,18%,0,374,0.06%,1250000,12
VIN,13.5,15.2,14.1,8.8,8.2,1644,9%,11%,0,1908,0.02%,25500000,344
VIP,7.4,16.2,7.8,6,6.5,1141,5%,7%,0.29,141631,0.62%,68470941,507
VIR,10,0,13.0,7.9,0,0,8%,9%,0,117,0%,8240000,82
VIS,35.0,14.7,35,20,59.3,589,1%,4%,0.40,75897,0.31%,73830393,2580
VIT,14.3,13.2,24.7,13.3,5.5,2615,5%,20%,0.06,22530,0.26%,19500000,279
VIW,4.7,0,16.5,4.1,0,0,0%,0%,0,1400,0.01%,58018600,273
VIB,41.1,15.8,43,18.5,31.5,1303,1%,8%,0,418110,0.75%,564442500,23199
VIC,127,19.8,134.9,40,78.9,1610,3%,10%,1.18,2476152,3.73%,2637707954,334989
VID,9.1,17.8,14.4,3.7,2,4615,19%,28%,0.32,52663,0.49%,25522767,231
VIE,8.6,6.5,12.1,3.1,50,172,1%,3%,0.02,1233,0.16%,1561244,13
VIF,18,14.3,19.1,12.4,5.8,3106,19%,22%,0,3767,0.01%,350000000,6300
VPA,5.7,9.6,6.7,4,10.9,524,2%,5%,0,0,0%,15076177,86
VPB,66.4,19.8,69.3,35.9,13.7,4831,2%,22%,0.79,3523635,5.51%,1497403415,99428
VPC,0.9,4.1,1.5,0.8,0,0,10%,34%,1.05,3393,0.13%,5625000,5
VPD,14.3,11.8,17.3,10.9,9,1588,6%,13%,0.31,86110,0.29%,102493098,1466
VPG,16.8,0,21.9,14.8,0,0,0%,0%,0.10,73750,0.84%,20000000,336
VPH,9.9,17.8,12.5,8.6,3.4,2890,10%,20%,0.47,126588,0.58%,75659843,627
SVH,12.8,0,12.8,6.3,0,0,0%,0%,0,70128,1.05%,14820662,190
VIX,7.9,12.0,12.8,5.3,9.4,844,4%,7%,0.62,587869,2.44%,73604580,581
VJC,210,22.2,228.1,86.7,21,10009,14%,45%,0.67,1019483,1.91%,451343284,94782
VKC,6.1,12.4,13.4,5.7,8.2,742,2%,6%,0.27,105075,1.20%,20000000,122
VKD,19.5,71.8,112.9,10.1,0,0,1%,2%,0,21545,0.39%,11999988,234
VKP,0.5,16.8,0.5,0.5,0.8,592,38%,36%,1.66,0,0%,8000000,4
VLA,12,14.9,16,10.2,7.1,1694,10%,11%,0.19,380,0.07%,1080000,13
VLB,33.1,11.9,56.0,23,10,3311,21%,28%,0,897,0.01%,45000000,1489
VLC,17.3,19.9,20.7,14.4,11.4,1511,12%,15%,0,10878,0.05%,63101000,1092
VLF,0.6,1.1,0.9,0.3,0,0,26%,104%,0.93,274,0%,11959982,7
VPI,41.9,0,42.7,34.2,0,0,0%,0%,0.41,142763,0.38%,160000000,6704
VPK,5.5,8.0,9,5.4,2.1,2622,10%,33%,0.30,1493,0.02%,14998817,82
VPR,37.1,0,32.3,9.7,0,0,28%,42%,0,108,0.01%,4160000,119
VPS,16.7,14.1,21.5,16,10,1665,7%,12%,0.02,449,0%,24460792,407
VPW,11.1,0,11.1,11.1,0,0,0%,0%,0,0,0%,11168676,124
VQC,9.9,23.6,15.0,9.1,6,1650,6%,7%,0,139,0.01%,3599580,36
VLG,5.9,12.0,7.2,4.9,5.3,1113,6%,9%,0,3001,0.05%,14212130,84
VLP,9,11.2,10.8,9,12.2,738,13%,16%,0,177,0.01%,3536222,32
VLW,10,10.3,14.5,7.2,9.5,1057,7%,10%,0,576,0%,28900000,289
VMA,12.3,11.0,16.1,6,0,0,3%,13%,0,35,0%,2700000,33
VMC,51,46.5,53.7,24.2,2.2,23060,12%,50%,0.48,43521,0.93%,10000000,510
VMD,20,21.9,30.6,20.5,11,1811,0%,8%,0.28,890,0.01%,15440268,309
QNS,52.5,18.3,96.4,45,12.6,4171,15%,23%,0,234850,0.53%,243813054,12800
QNU,10,0,10,9.8,0,0,2%,3%,0,453,0.01%,6800000,68
BFC,33.8,21.4,41.2,30.1,7,4859,9%,29%,0.05,180721,0.89%,57167993,1932
BGW,10,10.2,10.1,10,43.3,231,2%,2%,0,111,0%,18149446,181
BHA,13,9.5,19,10,12.9,1010,3%,11%,0,1599,0.01%,65000000,845
BHC,3,5.2,3.6,2.1,0,0,2%,10%,0.76,2998,0.14%,4500000,14
BHK,12.5,0,12.5,12.5,0,0,0%,0%,0,0,0%,0,0
BHN,117.4,28.9,167.6,74.6,36.2,3242,8%,11%,1.40,17764,0.04%,231800000,27213
BHP,10.2,17.2,12.4,9.2,7.2,1416,2%,3%,0,631,0.01%,9179290,94
VRC,20,15.3,25.6,14.1,6.1,3261,11%,14%,0.79,390193,2.12%,50000000,1000
VRE,51.8,13.7,61,40.6,109.3,474,5%,8%,1.51,2910927,4.47%,1901078733,98476
VRG,5,10.0,12.3,2.6,41,122,1%,1%,0,9612,0.09%,25894868,129
VSA,20,29.1,24.2,18.2,5.8,3478,7%,12%,0.32,1191,0.02%,12814994,256
VSC,38.6,37.5,57.4,34.7,8.2,4735,11%,15%,0.51,268448,1.46%,50112304,1934
VSG,1.2,25.0,2.1,1,0.4,3112,13%,12%,1.36,1920,0.04%,11044000,13
VSH,17.7,14.4,19.6,14.9,12.6,1410,4%,10%,0.27,54029,0.13%,202241246,3650
VSI,20,16.9,26.8,12.7,8.6,2326,5%,14%,0.36,9262,0.15%,13200000,264
VSM,13.9,14.0,16.6,10,9.6,1449,6%,10%,0.77,1388,0.09%,3050000,42
VSN,46,11.8,55,36.2,28.7,1602,7%,14%,0,2336,0.01%,80914300,3722
VSP,1.1,4.3,1.1,1.1,0,61878,221%,131%,1.54,0,0%,32915803,42
VST,0.7,11.5,1.2,0.6,0.2,3956,16%,34%,0.31,14452,0.07%,60999337,43
VT1,9.5,15.3,17,8.7,33.6,283,7%,14%,0,1107,0.11%,2000000,19
VMG,3.5,4.0,3.9,2,29.7,118,1%,3%,0.01,6113,0.14%,9600000,34
QNW,9.2,0,9.2,9.1,0,0,6%,11%,0,0,0%,20000000,184
QPH,17.5,15.9,23.8,10.1,8.4,2078,9%,14%,0,1549,0.02%,18583100,325
QSP,7,0,13.0,7,0,0,12%,16%,0,160,0%,10792275,76
QST,10.6,12.3,12.7,9.7,5.8,1840,6%,15%,0.20,81,0.01%,1620000,17
BHT,4.4,1.5,5.3,2.6,1.7,2547,7%,172%,0.36,232,0.01%,4600000,20
BHV,5.4,0,11,3.7,0,0,2%,9%,0.97,154,0.03%,1000013,5
BIC,30.7,17.4,42.5,30.1,29,1057,3%,6%,0.16,14410,0.05%,117276895,3600
BID,44.4,13.5,45.5,15.8,22,2019,1%,15%,1.61,2302827,3.43%,3418715334,151791
QTC,20.5,16.9,26.0,21.5,7.3,2809,9%,17%,0.14,845,0.06%,2700000,55
QTP,10.3,8.2,10.2,6,6.8,1505,5%,18%,0,7831,0.01%,450000000,4635
RAL,132.9,64.2,146.3,100.4,7.1,18611,9%,29%,0.24,14448,0.27%,11500000,1528
RAT,9,0,12.8,7.2,0,0,3%,11%,0,47,0%,3121841,28
RBC,14.6,0,14.6,14,0,0,1%,2%,0,0,0%,10030308,146
BII,0.9,10.5,4.3,0.9,15.3,59,0%,0%,0.63,99002,0.48%,57680000,52
BKC,8.8,13.5,9.2,5.4,13.3,664,3%,4%,0.36,483,0.01%,11541528,103
BLF,3,13.4,5.2,2.9,20.1,149,0%,1%,0.17,4412,0.09%,10500000,32
BLI,7,0,8.7,5.9,104.5,67,0%,0%,0,1438,0.01%,60000000,420
BLN,7.3,0,9.7,7.3,0,0,2%,3%,0,1,0%,5000000,37
BLT,28.3,0,41.6,12.9,0,0,11%,13%,0,107,0.01%,4000000,113
VCC,12.9,12.9,13.6,10.8,15.9,809,1%,6%,0.04,15484,0.28%,12000000,155
VCE,8,90.5,12.2,8,27.3,293,4%,6%,0,0,0%,5000000,40
VCF,166,28.8,243.1,126.9,11.8,14015,10%,48%,0.49,2462,0.02%,26579135,4412
VCG,21.8,17.8,27.7,13.4,6.8,3197,8%,21%,1.66,2350095,4.43%,441710673,9629
VCI,112,22.1,118,48,23.1,4841,11%,22%,0.29,95663,0.30%,120000000,13440
VCM,14.4,23.3,26.2,14.4,3.8,3786,8%,16%,0.57,488,0.03%,3000000,43
